,phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,comments,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged,date,kl,trial_ind,distracted,question,parent,prompt,other,eyes,,correct,ID,cond,age,expr,action_sequence,ngroups,strat_sequence,comments_list,kid_words,temporal_groups,incomplete,unconditioned,mk_acc,g5_acc,gf_acc,gz_acc,training_acc,giraffe_nums
12888,Main,zozo2,6,zozo,trial,trialsubmit,1724279378301,1724279386704,8403,FL6,&,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,15,False,False,False,False,False,,,False,20240821_FL6,AND,48.2,VT, b γ,1,B.,,,1,False,False,0.6666666666666666,1.0,1.0,0.5,0.75,True
12905,Main,zogi3,4,zogi,trial,trialsubmit,1724279411581,1724279428530,16949,FL6,&,,0,4,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,18,False,False,False,False,False,,,True,20240821_FL6,AND,48.2,VT, b γ δ,2,B.,,,1,False,False,0.6666666666666666,1.0,1.0,0.5,0.75,True
12918,Main,zozo3,6,zozo,trial,trialsubmit,1724279428532,1724279447519,18987,FL6,&,,0,6,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240821,,19,False,False,False,False,False,,,True,20240821_FL6,AND,48.2,VT, b γ δ,2,B.,,,1,False,False,0.6666666666666666,1.0,1.0,0.5,0.75,True
13072,Main,zozo1,6,zozo,trial,trialsubmit,1724524508140,1724524575558,67418,FL2,&,,0,5,0,5,0,0,0,5,0,0,0,0,Make a square claiming it’s a house and two as the roof,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,8,False,False,False,False,False,,,False,20240824_FL2,AND,53.26666667,VT, b γ,1,B.,,,1,False,False,0.6666666666666666,1.0,1.0,1.0,0.5555555555555556,True
13089,Main,zogi1,4,zogi,trial,trialsubmit,1724524609202,1724524626957,17755,FL2,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,11,False,False,False,False,False,,,False,20240824_FL2,AND,53.26666667,VT, b γ,1,B.,,,1,False,False,0.6666666666666666,1.0,1.0,1.0,0.5555555555555556,True
13110,Main,zogi2,4,zogi,trial,trialsubmit,1724524657963,1724524675121,17158,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,14,False,False,False,False,False,,,True,20240824_FL2,AND,53.26666667,VT, b γ,1,B.,,,1,False,False,0.6666666666666666,1.0,1.0,1.0,0.5555555555555556,True
13124,Main,zozo2,6,zozo,trial,trialsubmit,1724524675123,1724524702285,27162,FL2,&,,0,6,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,15,False,False,False,False,False,,,True,20240824_FL2,AND,53.26666667,VT, b γ δ,2,B.,,,1,False,False,0.6666666666666666,1.0,1.0,1.0,0.5555555555555556,True
13148,Main,zogi3,4,zogi,trial,trialsubmit,1724524733002,1724524747446,14444,FL2,&,,3,1,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,18,False,False,False,False,False,,,True,20240824_FL2,AND,53.26666667,VT, g b γ δ,2,G.B.,,,2,False,False,0.6666666666666666,1.0,1.0,1.0,0.5555555555555556,True
13161,Main,zozo3,6,zozo,trial,trialsubmit,1724524747448,1724524766578,19130,FL2,&,,5,1,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,19,False,False,False,False,False,,,True,20240824_FL2,AND,53.26666667,VT, g b γ δ,2,G.B.,,,2,False,False,0.6666666666666666,1.0,1.0,1.0,0.5555555555555556,True
13279,Main,zozo1,6,zozo,trial,trialsubmit,1724526213027,1724526230483,17456,FL4,-,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,8,False,False,False,False,False,,,False,20240824_FL4,CAT,61.26666667,VT, g γ,1,G.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
13298,Main,zogi1,4,zogi,trial,trialsubmit,1724526253275,1724526264555,11280,FL4,-,,3,1,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,11,False,False,False,False,False,,,True,20240824_FL4,CAT,61.26666667,VT, g b γ,1,G.B.,,,2,False,False,0.5,0.0,0.0,1.0,1.0,False
13317,Main,zogi2,4,zogi,trial,trialsubmit,1724526282290,1724526294232,11942,FL4,-,,3,1,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,14,False,False,False,False,False,,,True,20240824_FL4,CAT,61.26666667,VT, g b γ,1,G.B.,,,2,False,False,0.5,0.0,0.0,1.0,1.0,False
13324,Main,zozo2,6,zozo,trial,trialsubmit,1724526294234,1724526306202,11968,FL4,-,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,15,False,False,False,False,False,,,False,20240824_FL4,CAT,61.26666667,VT, g γ,1,G.,,,1,False,False,0.5,0.0,0.0,1.0,1.0,False
13345,Main,zogi3,4,zogi,trial,trialsubmit,1724526333956,1724526343812,9856,FL4,-,,3,1,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,18,False,False,False,False,False,,,True,20240824_FL4,CAT,61.26666667,VT, g b γ δ,2,G.B.,,,2,False,False,0.5,0.0,0.0,1.0,1.0,False
13352,Main,zozo3,6,zozo,trial,trialsubmit,1724526343813,1724526355282,11469,FL4,-,,2,1,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240824,,19,False,False,False,False,False,,,False,20240824_FL4,CAT,61.26666667,VT, g b γ,1,G.B.,,,2,False,False,0.5,0.0,0.0,1.0,1.0,False
13743,Main,zozo1,6,zozo,trial,trialsubmit,1724786741719,1724786758007,16288,FL2,-,,5,1,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240827,,8,False,False,False,False,False,,,False,20240827_FL2,CAT,51.73333333,RA, g b γ,1,G.B.,,,2,False,False,0.16666666666666666,0.0,0.0,0.0,1.0,False
13799,Main,zogi1,4,zogi,trial,trialsubmit,1724786766270,1724786781358,15088,FL2,-,,12,0,0,12,0,0,0,12,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240827,,11,False,False,False,False,False,,,False,20240827_FL2,CAT,51.73333333,RA, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.0,0.0,1.0,False
13835,Main,zogi2,4,zogi,trial,trialsubmit,1724786790865,1724786798464,7599,FL2,-,,12,0,0,12,0,0,0,12,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240827,,14,False,False,False,False,False,,,False,20240827_FL2,CAT,51.73333333,RA, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.0,0.0,1.0,False
13863,Main,zozo2,6,zozo,trial,trialsubmit,1724786798466,1724786805267,6801,FL2,-,,12,0,0,12,0,0,0,12,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240827,,15,False,False,False,False,False,,,False,20240827_FL2,CAT,51.73333333,RA, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.0,0.0,1.0,False
13899,Main,zogi3,4,zogi,trial,trialsubmit,1724786814050,1724786824044,9994,FL2,-,,12,0,0,12,0,0,0,12,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240827,,18,False,False,False,False,False,,,False,20240827_FL2,CAT,51.73333333,RA, g γ,1,G.,,,1,False,False,0.16666666666666666,0.0,0.0,0.0,1.0,False
13930,Main,zozo3,6,zozo,trial,trialsubmit,1724786824046,1724786836215,12169,FL2,-,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240827,,19,False,False,False,False,False,,,True,20240827_FL2,CAT,51.73333333,RA, g γ δ,2,G.,,,1,False,False,0.16666666666666666,0.0,0.0,0.0,1.0,False
14511,Main,zozo1,6,zozo,trial,trialsubmit,1724881944688,1724882013485,68797,FL3,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,8.0,False,False,False,False,False,,108,False,20240828_FL3,CAT,50.56666667,VT, b γ,1,B.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
14530,Main,zogi1,4,zogi,trial,trialsubmit,1724882022320,1724882035348,13028,FL3,-,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,11.0,False,False,False,False,False,,127,True,20240828_FL3,CAT,50.56666667,VT, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
14549,Main,zogi2,4,zogi,trial,trialsubmit,1724882045473,1724882056870,11397,FL3,-,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,14.0,False,False,False,False,False,,146,True,20240828_FL3,CAT,50.56666667,VT, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
14562,Main,zozo2,6,zozo,trial,trialsubmit,1724882056871,1724882067138,10267,FL3,-,,6,0,0,6,0,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,15.0,False,False,False,False,False,,159,True,20240828_FL3,CAT,50.56666667,VT, g γ,1,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
14581,Main,zogi3,4,zogi,trial,trialsubmit,1724882086533,1724882094021,7488,FL3,-,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,18.0,False,False,False,False,False,,178,True,20240828_FL3,CAT,50.56666667,VT, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
14594,Main,zozo3,6,zozo,trial,trialsubmit,1724882094023,1724882105341,11318,FL3,-,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,19.0,False,False,False,False,False,,191,True,20240828_FL3,CAT,50.56666667,VT, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
14719,Main,zozo1,6,zozo,trial,trialsubmit,1724884803350,1724884848511,45161,FL5,-,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,8,False,False,False,False,False,,,False,20240828_FL5,CAT,50.1,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,0.0,0.75,True
14740,Main,zogi1,4,zogi,trial,trialsubmit,1724884872452,1724884900182,27730,FL5,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,11,False,False,False,False,False,true,,True,20240828_FL5,CAT,50.1,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,0.0,0.75,True
14755,Main,zogi2,4,zogi,trial,trialsubmit,1724884944557,1724884965651,21094,FL5,-,,2,1,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,14,False,False,False,False,False,,,False,20240828_FL5,CAT,50.1,RA, g b γ,1,G.B.,,,2,False,False,0.16666666666666666,1.0,1.0,0.0,0.75,True
14760,Main,zozo2,6,zozo,trial,trialsubmit,1724884965653,1724884974933,9280,FL5,-,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,15,False,False,False,False,False,,,False,20240828_FL5,CAT,50.1,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,0.0,0.75,True
14775,Main,zogi3,4,zogi,trial,trialsubmit,1724885029872,1724885039269,9397,FL5,-,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,18,False,False,False,False,False,,,False,20240828_FL5,CAT,50.1,RA, b γ,1,B.,,,1,False,False,0.16666666666666666,1.0,1.0,0.0,0.75,True
14780,Main,zozo3,6,zozo,trial,trialsubmit,1724885039271,1724885049109,9838,FL5,-,,2,0,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240828,,19,False,False,False,False,False,,,False,20240828_FL5,CAT,50.1,RA, g γ,1,G.,,,1,False,False,0.16666666666666666,1.0,1.0,0.0,0.75,True
14907,Main,zozo1,6,zozo,trial,trialsubmit,1725126218268,1725126249494,31226,FL3,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,8,False,False,False,False,False,,,False,20240831_FL3,AND,,LM, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,1.0,True
14930,Main,zogi1,4,zogi,trial,trialsubmit,1725126277600,1725126300244,22644,FL3,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,11,False,False,False,False,False,,,False,20240831_FL3,AND,,LM, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,1.0,True
14951,Main,zogi2,4,zogi,trial,trialsubmit,1725126322397,1725126342162,19765,FL3,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,14,False,False,False,False,False,,,False,20240831_FL3,AND,,LM, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,1.0,True
14960,Main,zozo2,6,zozo,trial,trialsubmit,1725126342165,1725126354123,11958,FL3,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,15,False,False,False,False,False,,,False,20240831_FL3,AND,,LM, b γ,1,B.,,,1,False,False,0.0,1.0,1.0,1.0,1.0,True
14981,Main,zogi3,4,zogi,trial,trialsubmit,1725126388595,1725126405834,17239,FL3,&,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,18,False,False,False,False,False,,,False,20240831_FL3,AND,,LM, g γ,1,G.,,,1,False,False,0.0,1.0,1.0,1.0,1.0,True
14990,Main,zozo3,6,zozo,trial,trialsubmit,1725126405836,1725126420224,14388,FL3,&,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,19,False,False,False,False,False,,,False,20240831_FL3,AND,,LM, g γ,1,G.,,,1,False,False,0.0,1.0,1.0,1.0,1.0,True
15120,Main,zozo1,6,zozo,trial,trialsubmit,1725128142098,1725128173162,31064,FL4,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,8,False,False,False,False,False,,,False,20240831_FL4,CAT,67.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,1.0,True
15142,Main,zogi1,4,zogi,trial,trialsubmit,1725128193921,1725128212673,18752,FL4,-,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,11,False,False,False,False,False,,,False,20240831_FL4,CAT,67.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,1.0,True
15161,Main,zogi2,4,zogi,trial,trialsubmit,1725128230082,1725128241288,11206,FL4,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,14,False,False,False,False,False,,,True,20240831_FL4,CAT,67.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,1.0,True
15172,Main,zozo2,6,zozo,trial,trialsubmit,1725128241290,1725128254808,13518,FL4,-,,5,0,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,15,False,False,False,False,False,,,False,20240831_FL4,CAT,67.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,1.0,True
15192,Main,zogi3,4,zogi,trial,trialsubmit,1725128283581,1725128295351,11770,FL4,-,,4,0,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,18,False,False,False,False,False,,,True,20240831_FL4,CAT,67.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,1.0,True
15199,Main,zozo3,6,zozo,trial,trialsubmit,1725128295353,1725128307308,11955,FL4,-,,3,0,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240831,,19,False,False,False,False,False,,,False,20240831_FL4,CAT,67.3,VT, g γ,1,G.,,,1,False,False,0.3333333333333333,1.0,1.0,0.0,1.0,True
15333,Main,zozo1,6,zozo,trial,trialsubmit,1725386292958,1725386304196,11238,FL1,-,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240903,,8,False,False,False,False,False,,,False,20240903_FL1,CAT,70.66666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,0.0,1.0,0.8888888888888888,False
15352,Main,zogi1,4,zogi,trial,trialsubmit,1725386309261,1725386312977,3716,FL1,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240903,,11,False,False,False,False,False,,,True,20240903_FL1,CAT,70.66666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,0.0,1.0,0.8888888888888888,False
15373,Main,zogi2,4,zogi,trial,trialsubmit,1725386318832,1725386323464,4632,FL1,-,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240903,,14,False,False,False,False,False,,,False,20240903_FL1,CAT,70.66666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,0.0,1.0,0.8888888888888888,False
15378,Main,zozo2,6,zozo,trial,trialsubmit,1725386323466,1725386326293,2827,FL1,-,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240903,,15,False,False,False,False,False,,,False,20240903_FL1,CAT,70.66666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,0.0,1.0,0.8888888888888888,False
15397,Main,zogi3,4,zogi,trial,trialsubmit,1725386332733,1725386335597,2864,FL1,-,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240903,,18,False,False,False,False,False,,,True,20240903_FL1,CAT,70.66666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,0.0,1.0,0.8888888888888888,False
15402,Main,zozo3,6,zozo,trial,trialsubmit,1725386335599,1725386338404,2805,FL1,-,,0,2,0,2,0,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240903,,19,False,False,False,False,False,,,False,20240903_FL1,CAT,70.66666667,RA, b γ,1,B.,,,1,False,False,0.3333333333333333,1.0,0.0,1.0,0.8888888888888888,False
16265,Main,zozo1,6,zozo,trial,trialsubmit,1725482942858,1725482973947,31089,FL1,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,8,False,False,False,False,False,,,True,20240904_FL1,AND,,RA, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
16286,Main,zogi1,4,zogi,trial,trialsubmit,1725482988440,1725483012727,24287,FL1,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,11,False,False,False,False,False,,,True,20240904_FL1,AND,,RA, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
16305,Main,zogi2,4,zogi,trial,trialsubmit,1725483023377,1725483031833,8456,FL1,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,14,False,False,False,False,False,,,True,20240904_FL1,AND,,RA, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
16318,Main,zozo2,6,zozo,trial,trialsubmit,1725483031835,1725483042633,10798,FL1,&,,6,0,0,3,3,0,0,6,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,15,False,False,False,False,False,,,True,20240904_FL1,AND,,RA, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
16337,Main,zogi3,4,zogi,trial,trialsubmit,1725483075267,1725483084557,9290,FL1,&,,4,0,0,3,1,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,18,False,False,False,False,False,,,True,20240904_FL1,AND,,RA, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
16342,Main,zozo3,6,zozo,trial,trialsubmit,1725483084559,1725483091145,6586,FL1,&,,2,0,0,1,1,0,0,2,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,19,False,False,False,False,False,,,False,20240904_FL1,AND,,RA, g γ δ,2,G.,,,1,False,False,0.8333333333333334,1.0,1.0,0.0,1.0,True
16487,Main,zozo1,6,zozo,trial,trialsubmit,1725483803143,1725483860932,57789,FL2,&,,0,8,0,4,4,0,0,8,0,6,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,8,False,False,False,False,False,,,False,20240904_FL2,AND,65.23333333,VT, b γ δ,2,B.,,,1,False,False,0.5,0.0,0.5,1.0,0.875,True
16508,Main,zogi1,4,zogi,trial,trialsubmit,1725483896721,1725483938712,41991,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,11,False,False,False,False,False,,,True,20240904_FL2,AND,65.23333333,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.5,1.0,0.875,True
16527,Main,zogi2,4,zogi,trial,trialsubmit,1725483960066,1725483977439,17373,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,14,False,False,False,False,False,,,True,20240904_FL2,AND,65.23333333,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.5,1.0,0.875,True
16536,Main,zozo2,6,zozo,trial,trialsubmit,1725483977442,1725484017105,39663,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,15,False,False,False,False,False,,,False,20240904_FL2,AND,65.23333333,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.5,1.0,0.875,True
16555,Main,zogi3,4,zogi,trial,trialsubmit,1725484051124,1725484070168,19044,FL2,&,,0,4,0,4,0,0,0,4,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,18,False,False,False,False,False,,,True,20240904_FL2,AND,65.23333333,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.5,1.0,0.875,True
16566,Main,zozo3,6,zozo,trial,trialsubmit,1725484070170,1725484107778,37608,FL2,&,,0,5,0,5,0,0,0,5,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240904,,19,False,False,False,False,False,,,False,20240904_FL2,AND,65.23333333,VT, b γ,1,B.,,,1,False,False,0.5,0.0,0.5,1.0,0.875,True
16684,Main,zozo1,6,zozo,trial,trialsubmit,1725729472137,1725729497354,25217,FL1,&,,0,1,0,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240907,,8,False,False,False,False,False,,,False,20240907_FL1,AND,41.66666667,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
16701,Main,zogi1,4,zogi,trial,trialsubmit,1725729525605,1725729549724,24119,FL1,&,,0,3,0,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240907,,11,False,False,False,False,False,,,False,20240907_FL1,AND,41.66666667,VT, b γ,1,B.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
16714,Main,zogi2,4,zogi,trial,trialsubmit,1725729572630,1725729579920,7290,FL1,&,,0,0,1,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240907,,14,False,False,False,False,False,,,False,20240907_FL1,AND,41.66666667,VT, c γ,1,C.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
16721,Main,zozo2,6,zozo,trial,trialsubmit,1725729579922,1725729593396,13474,FL1,&,,0,0,3,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240907,,15,False,False,False,False,False,,,False,20240907_FL1,AND,41.66666667,VT, c γ,1,C.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
16737,Main,zogi3,4,zogi,trial,trialsubmit,1725729627861,1725729638175,10314,FL1,&,,0,0,1,1,0,0,0,1,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240907,,18,False,False,False,False,False,,,False,20240907_FL1,AND,41.66666667,VT, c γ,1,C.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
16744,Main,zozo3,6,zozo,trial,trialsubmit,1725729638177,1725729651903,13726,FL1,&,,0,0,3,3,0,0,0,3,0,0,0,0,,False,False,False,False,False,False,,,,,False,False,False,False,,0,,,0,20240907,,19,False,False,False,False,False,,,False,20240907_FL1,AND,41.66666667,VT, c γ,1,C.,,,1,False,False,0.0,0.0,0.0,1.0,0.875,False
